"rank","name","symbol","coin_id","market_cap_usd","price_usd"
"339","WeFi","WFI","wfi-wefi","65075708","2,0535691280733106"
"340","Bucket Protocol BUCK Stablecoin","BUCK","buck-bucket-protocol-buck-stablecoin","64433520","0,9967244549427521"
"341","Pirate","ARRR","arrr-pirate","63741766","0,3248587383804532"
"342","Brett (Base)","BRETT","brett-brett-base","63879885","0,006446258529672435"
"343","Puff Token","PUFF","puff-puff-token","63510547","0,07144936645545816"
"344","Keeta","KTA","kta-keeta","63695143","0,157065884563463"
"346","Dog (Bitcoin)","DOG","-doggotothemoon","63006173","0,0006300617323137075"
"347","MegaUSD","USDM","usdm-megausd","62914688","0,998939309203153"
"348","UnifAI Network","UAI","uai-unifai-network","62809206","0,2628000279212393"
"350","Fidelity Digital Dollar","FIDD","fidd-fidelity-digital-dollar","62377554","0,9964296917692843"
"351","Baby Doge Coin","BABYDOGE","babydoge-baby-doge-coin","62462587","3,7749880484056124E-10"
"352","MindWaveDAO","NILA","nila-mindwavedao","62145468","0,07839066614961507"
"353","Toshi","TOSHI","toshi-toshi","62081043","0,0001475695722232812"
"357","Bityuan","BTY","bty-bityuan","61018962","0,08951898748477333"
"362","Derive","DRV","drv7-derive","59731267","0,08098828969083577"
"364","Alchemist AI","ALCH","alch-alchemist-ai","59671853","0,07020218019360085"
"365","Matrixdock Gold ","XAUM","xaum-matrixdock-gold","59442991","4520,379611345445"
"365","Phantom Staked SOL","PSOL","psol-phantom-staked-sol","59480693","87,5484709733338"
"366","Helius Staked SOL","HSOL","hsol-helius-staked-sol","59376077","94,72482445942369"
"367","Resupply USD","REUSD","reusd-resupply-usd","59170494","0,9969816147092848"
"368","Ronin Token","RON","ron-ronin-token","59141465","0,07656827668041763"
"369","XYO","XYO","xyo-xyo-network","58919225","0,004229294971553472"
"371","aelf","ELF","elf-aelf","58628954","0,07150798819108842"
"372","Jelly-My-Jelly","JELLYJELLY","jellyjelly-jelly-my-jelly","58403450","0,05840345011371013"
"373","terminal of fun","FUN","fun4-terminal-of-fun","58403859","0,06001424778845494"
"375","Hypurr","PURR","purr4-hypurr","57348705","0,09611792787552367"
"378","Xphere","XP","xp-xphere","56786592","0,029692709765544063"
"381","Concordium","CCD","ccd-concordium","56630020","0,00515012452257735"
"383","Fluid","FLUID","inst-instadapp","54921564","1,3926474832117326"
"384","Savings crvUSD","SCRVUSD","scrvusd-savings-crvusd","54550474","1,0993749384133675"
"387","ChainOpera AI","COAI","coai-chainopera-ai","54369806","0,27672032533073965"
"388","CoinEx Token","CET","cet-coinex-token","53784632","0,021284963936463508"
"389","BankrCoin","BNKR","bnkr-bankrcoin","53116361","0,000531163616047738"
"390","Solstice","SLX","slx-solstice","53112195","0,21870803110600756"
"391","f(x) Protocol fxUSD","FXUSD","fxusd-fx-protocol-fxusd","52809527","1,000320485456483"
"393","VVS Finance","VVS","vvs-vvs-finance","52374589","1,2026220668941684E-06"
"396","Escoin Token","ELG","elg-escoin-token","51915954","0,2818315106496731"
"400","Wrapped Pulse","WPLS","wpls-wrapped-pulse","50273589","6,929410732237721E-06"
"401","Irys","IRYS","irys-irys","49728831","0,024864415577044337"
"402","PayProtocol Paycoin","PCI","pci-payprotocol-paycoin","49388706","0,046327131348900444"
"403","Popcat","POPCAT","popcat-popcat","49432819","0,0504427504221546"
"404","Wrapped NXM","WNXM","wnxm-wrapped-nxm","49378047","51,917323915820035"
"404","Mog Coin","MOG","mog-mog-coin","49364284","1,26390312481909E-07"
"408","Magma Finance","MAGMA","magma-magma-finance","48945437","0,257607565707483"
"409","Moca","MOCA","moca-moca","48733998","0,011512368117565251"
"412","Moo Deng (moodengsol.com)","MOODENG","moodeng-moo-deng-moodengsolcom","48085619","0,0485742557032074"
"413","Geodnet Token","GEOD","geod-geodnet-token","47786504","0,1506678928486123"
"414","Casper Network","CSPR","cspr-casper-network","47142754","0,002950789023291115"
"416","Wrapped AVAX","WAVAX","wavax-wrapped-avax-wormhole","46700870","8,799565716574518"
"418","Hex Trust USD","USDX","usdx-hex-trust-usd","45972658","0,9990718792817538"
"419","Janction","JCT","jct2-janction","45570386","0,003964818617911946"
"422","Ecomi","OMI","omi-ecomi","44690378","0,00016493857563885546"
"425","ALEO","ALEO","aleo-aleo","44276514","0,03853631275394896"
"425","Ethernity Chain","ERN","ern-ethernity-chain","44293670","1,881168282679735"
"428","RealFi","REAL","real-realfi","43339340","0,06531931946744106"
"431","Non-Playable Coin","NPC","npc-non-playable-coin","43157254","0,0057613241255310066"
"432","Unipoly Coin","UNP","unp1-unipoly-coin","43005504","0,15401462708042282"
"433","cat in a dogs world","MEW","mew-cat-in-a-dogs-world","42961196","0,000483328116556104"
"439","GOHOME","GOHOME","gohome-gohome","42150328","84,3183639568894"
"442","SoSoValue","SOSO","soso-sosovalue","41856572","0,3635489742956089"
"443","Staked Frax USD","SFRXUSD","sfrxusd-staked-frax-usd","41769239","1,1949846390979768"
"446","Waves","WAVES","waves-waves","40404266","0,34473044629884414"
"447","AUSD","AUSD","ausd-agora-dollar","40350881","0,9999577521321946"
"448","Liquity USD","LUSD","lusd-liquity-usd","40316682","1,0041969602080891"
"450","World Mobile Token","WMTX","wmt-world-mobile-token","39740479","0,04665061131046508"
"453","OpenServ","SERV","serv-openserv","39046097","0,05907125135873029"
"454","Unitas","UP","up-unitas","39003232","0,2671454264323033"
"461","Impossible Cloud Network","ICNT","icnt-impossible-cloud-network","37486583","0,22416697692491536"
"462","Orbs","ORBS","orbs-orbs","37313461","0,007558382954546452"
"466","SQD","SQD","sqd-sqd","36760022","0,03379701798638518"
"468","BORA","BORA","bora-bora","36381555","0,031560664410379496"
"471","Tether Gold Tokens","XAUT0","xaut0-tether-gold-tokens","35914786","4493,279923872149"
"472","Celo Dollar","CUSD","cusd-celo-dollar","35566267","1,0003403563530051"
"473","PYTHIA","PYTHIA","pythia-pythia","35572888","0,035573417365730095"
"474","Status","SNT","snt-status","35450696","0,00895110242547896"
"475","Melania Meme","MELANIA","melania-melania-meme","35421800","0,0907704478974994"
"477","Swell Ethereum","SWETH","sweth-swell-ethereum","35323404","2237,7830128027645"
"479","Not in Employment, Education, or Training","NEET","neet1-not-in-employment-education-or-training","34908217","0,03491464716862874"
"480","Superfortune","GUA","gua-superfortune","34808476","0,7735217031192568"
"482","SNEK","SNEK","snek-snek-crd","34462442","0,00046127378097851954"
"484","Decentralized Social","DESO","deso-decentralized-social","34287940","3,8592831473576683"
"485","CROSS","CROSS","cross-cross","34261010","0,09788860245107821"
"486","MobileCoin","MOB","mobilecoin","34240774","0,17252602101531875"
"488","Tornado Cash","TORN","torn-tornado-cash","34110746","6,487944818776287"
"490","Chia","XCH","xch-chia-","33998465","2,3248265326334043"
"491","Mango Markets","MNGO","mngo-mango-markets","33915568","0,030350398608140455"
"492","KGeN","KGEN","kgen-kgen","33679614","0,16951877801844206"
"500","Perle","PRL","prl-perle","32657363","0,18661350704820678"
"501","XSGD","XSGD","xsgd-xsgd","32995891","0,7833023830366451"
"504","aPriori","APR","apr-apriori","32385693","0,17505780410525038"
"506","Nosana","NOS","nos-nosana","32328016","0,38762610166873623"
"507","Propy","PRO","pro-propy","32254961","0,32254961081907446"
"510","Constellation","DAG","dag-constellation","30976022","0,008725646412329095"
"513","Wrapped BTC (Avalanche)","WBTC.E","wbtce-wrapped-btc-avalanche","31093069","72988,42541451938"
"515","MVL","MVL","mvl-mass-vehicle-ledger","30845322","0,0012000689517864705"
"516","Gigachad","GIGA","giga-gigachad","30820408","0,003209076341489246"
"516","LCX","LCX","lcx-lcx","30834131","0,032767772834624724"
"519","sUSD","SUSD","susd-susd","30667652","0,694872406739374"
"520","ApeX Token","APEX","apex-apex-token","30639128","0,3131241895945274"
"521","MDEX (HECO)","MDX","mdx-mdex-heco","30599722","0,03220187255473151"
"525","DEAPcoin","DEP","dep-deapcoin","30015094","0,001070960500089337"
"526","Merlin Chain","MERL","merl-merlin-chain","29859537","0,023414095608567744"
"528","A Hunters Dream","CAW","caw-a-hunters-dream","29838038","4,475705777113832E-08"
"529","NKYC","NKYC","nkyc-nkyc","29626762","7,406690693755849"
"531","Stronghold Token","SHX","shx-stronghold-token","29213104","0,0050420406470592346"
"531","mCoin","MCOIN","mcoin-mcoin","29436439","0,02943643959461746"
"534","Bitway","BTW","btw-bitway","28671194","0,013032360910817812"
"535","Liquity BOLD","BOLD","bold-liquity-bold","28691847","0,9905442480655957"
"536","Collect on Fanable","COLLECT","collect-collect-on-fanable","28803656","0,053638093546845844"
"539","AI Companions","AIC","aic1-ai-companions","28510556","0,028510556007104934"
"543","Ethereum PoW","ETHW","ethw-ethereum-pow","28209038","0,26163396512553255"
"543","Moonbirds","BIRB","birb-moonbirds","28161646","0,09881279333849952"
"544","Uquid Coin","UQC","uqc-uquid-coin","28102892","2,8102892892316453"
"545","Prosper","PROS","pros-prosper","28270480","0,6121175498038969"
"546","Unit 00 - Rei","REI","rei-unit-00-rei","27927938","0,02792793873405406"
"548","Quack AI","Q","q-quack-ai","27771209","0,017185154358321485"
"549","Wrapped TAO","WTAO","wtao-wrapped-tao","27705168","255,3354075390151"
"551","Electronic USD","EUSD","eusd-electronic-usd","27528917","1,001244116943536"
"551","Wrapped Centrifuge","WCFG","wcfg-wrapped-centrifuge","27452542","0,2759108877265449"
"560","MBG By Multibank Group","$MBG","mbg-mbg-by-multibank-group","26412341","0,30435008022269916"
"561","Starpower","STAR","star-starpower","26283018","0,14268739926594537"
"564","dKargo","DKA","dka-dkargo","26053634","0,0052107268379948364"
"565","Tokenlon","LON","lon-tokenlon","26049764","0,21102918630383713"
"566","Core DAO","CORE","core-core-dao","26103305","0,02831750589472556"
"567","Predictions","PRDT","prdt-predictions","25966438","1,0819349505148892"
"568","MiL.k Alliance","MLK","mlk-milk-alliance","25559714","0,046279923661414826"
"569","Litentry","LIT","lit-litentry","23223532","0,4167086609474857"
"570","Blast Token","BLAST","blast-blast-token","25498607","0,000408883956576587"
"571","MYX Finance","MYX","myx-myx","25489741","0,20430619232883093"
"571","StorX","SRX","srx-storx","25531567","0,05658520975143761"
"573","MEET48","IDOL","idol-meet48","25138996","0,027857931027909344"
"574","Wrapped Polygon Ecosystem Token","WPOL","wmatic-wrapped-matic-wormhole","25172475","0,08768821787968764"
"576","Zest Protocol","ZEST","zest-zest-protocol","24954356","0,17092024659478655"
"577","Singularity NET","AGIX","agix-singularitynet","25040265","0,10283380348571892"
"578","Symbol","XYM","xym-symbol","24984129","0,00409351709383252"
"580","Token Pocket","TPT","tpt-token-pocket","24845514","0,0071674080145794575"
"581","Fractal Bitcoin","FB","fb-fractal-bitcoin","24843099","0,4117443476115204"
"583","Superform","UP","up-superform","24659181","0,09863672769906179"
"586","Zerebro","ZEREBRO","zerebro-zerebro","24410046","0,02441107416311399"
"588","Manifesting","MANIFEST","manifest-manifesting","24340329","0,024340333658106752"
"588","Compounding OpenDollar","CUSDO","cusdo-compounding-opendollar","24499565","1,048791844893464"
"590","INFINIT","IN","in-infinit","24377209","0,10676150164424214"
"591","Ocean Protocol","OCEAN","ocean-ocean-protocol","24242137","0,1193555583854673"
"592","Cheelee","CHEEL","cheelee-cheelee","24176986","0,4256543079111588"
"595","Zora","ZORA","zora-zora","24115250","0,009646100371263011"
"597","GameBuild","GAME","game-gamebuild","24000459","0,001256821859025501"
"598","Mango Network","MGO","mgo-mango-network","23839217","0,014993218567359105"
"603","USDB","USDB","usdb-usdb","23609958","0,9951316897319359"
"604","Coinbase Wrapped XRP","CBXRP","cbxrp-coinbase-wrapped-xrp","23550305","1,299994673572082"
"607","Honey","HONEY","honey-honey1","23409842","0,9967283435467564"
"607","Folks Finance","FOLKS","folks-folks-finance","23415680","1,4041485441813908"
"609","Bedrock DAO","BR","br-bedrock-dao","23279493","0,11085473005433896"
"610","Resolv USR","USR","usr-resolv-usr","23211166","0,46631869085011324"
"612","XCAD Network PLAY","PLAY","play-play-bsc","23221428","0,0966518917963787"
"614","Isiklar Coin","ISIKC","isikc-isiklar-coin","22998634","0,22998634661065967"
"615","Corn","CORN","corn-corn2","22850418","0,04352460705555533"
"615","Clearpool","CPOOL","cpool-clearpool","22808560","0,03001339840729764"
"616","SATS (Ordinals)","SATS","sats-sats-ordinals","22801758","1,0857980111872086E-08"
"619","Huobi Token","HT","ht-huobi-token","22563789","0,14154911919068505"
"621","Swarm Network","TRUTH","truth-swarm-network","22486669","0,010783394580924236"
"622","EURA","EURA","ageur-ageur","22421520","1,1623148978703195"
"623","Aergo","AERGO","aergo-aergo","22391565","0,04738955707684478"
"625","Arcblock","ABT","abt-arcblock","22259527","0,22586053241611115"
"626","DeFi Pulse Index","DPI","dpi-defi-pulse-index","22255359","39,81401843662813"
"629","ROGin AI","ROG","rog-rogin-ai","22173146","0,33099251360604504"
"631","DOVU","DOVU","dovu-dovu","21910365","0,002204424769249205"
"632","OlaXBT","AIO","aio-olaxbt","21923684","0,09521687069897332"
"634","The Grays Currency","PTGC","ptgc-the-grays-currency","21763200","7,456255897804333E-05"
"636","Degen (Base)","DEGEN","degen-degen-base","21605273","0,000940952291183156"
"637","CHEX Token","CHEX","chex-chex-token","21510362","0,01722314546107285"
"639","Ergo","ERG","efyt-ergo","21207256","0,2549364864670648"
"643","Cobak Token","CBK","cbk-cobak-token","20935942","0,2362177558561836"
"644","Arowana Token","ARW","arw-arowana-token","20749467","0,1478584420657193"
"646","StrikeX","STRX","strx-strikex","20718111","0,025700752984357825"
"647","Echelon Prime","PRIME","prime-echelon-prime","20621354","0,33012061854133307"
"648","MediBloc","MED","med-medibloc-qrc20","20537060","0,001929441931174949"
"648","Citrea","CTR","ctr-citrea","20510549","0,017092124396925142"
"650","Comtech Gold","CGO","cgo-comtech-gold","20492763","145,33875067684943"
"652","Naoris Protocol ","NAORIS","naoris-naoris-protocol","20257587","0,03380433795890823"
